pi,amnt,payment,merch
10,7.36,1,16
4,32.71,1,1
4,127.53,1,1
3,36,1,7
4,7.55,1,5
3,31.78,1,2
1,4,1,1
7,2000,1,15
6,29.77,1,15
7,12.25,1,15
7,9.95,1,15
6,350,1,15
3,37.95,1,2
2,125,1,8
11,1506.31,1,15
4,51.83,1,2
6,2400,1,14
3,484,1,5
7,1575,1,15
7,1158,1,15
4,4.95,1,4
4,9.61,1,4
1,5,1,1
7,135.76,1,8
7,291,1,14
3,510.3,1,18
3,10.55,1,5
NA,0,0,NA
7,37,1,18
11,170,1,8
4,300,1,1
1,2,1,2
6,100,1,15
7,31,1,10
7,3.17,1,6
7,4,1,6
7,200,1,20
6,617.17,1,15
4,50.01,1,2
3,70,1,1
6,300,1,15
7,77.38,1,10
7,69.33,1,8
4,24.53,1,4
1,20,1,5
7,1000,1,15
7,5371,1,15
4,261,1,14
7,1168.29,1,15
5,150,1,1
2,373,1,15
6,66.42,1,10
7,60.51,1,8
4,30,1,10
6,59.25,1,15
4,500,1,7
6,15,1,18
6,285.13,1,14
3,81.09,1,7
3,150.12,1,7
NA,215,0,NA
3,51.42,1,5
1,100,1,16
3,329,1,5
3,10.18,1,7
4,156.15,1,7
4,4.01,1,1
4,35.76,1,1
3,10.82,1,4
4,22.34,1,1
NA,3,0,NA
2,252,1,6
4,12.7,1,1
4,7.26,1,10
4,25,1,2
3,4.24,1,5
4,7.66,1,4
3,18,1,5
NA,50,0,NA
3,118.27,1,13
7,200.3,1,5
4,28.39,1,2
4,132.02,1,8
1,10,1,1
6,104,1,15
1,5,1,1
4,10,1,4
4,47,1,5
NA,10,0,NA
4,23.76,1,5
1,3.26,1,4
3,12.56,1,4
11,785.31,1,15
6,946,1,15
6,150,1,14
6,303.65,1,15
1,5.64,1,4
4,3,1,4
7,45,1,8
3,3.95,1,4
3,25,1,4
4,59.16,1,2
6,1739,1,15
1,50,1,7
6,49.44,1,10
7,2337.68,1,15
6,3347.97,1,15
3,119.23,1,5
4,127.51,1,10
4,6.28,1,4
4,1000,1,15
7,587,1,15
4,979,1,15
7,38.21,1,15
4,8,1,1
4,3.26,1,4
4,6.6,1,4
6,30,1,4
3,7.34,1,4
NA,2680,0,NA
1,2,1,4
3,79.98,1,10
4,5.75,1,4
3,8.8,1,2
NA,25,0,NA
NA,1908.85,0,NA
1,25,1,2
1,18.74,1,1
7,1669,1,15
7,102,1,8
11,300,1,15
7,2730,1,15
7,250,1,15
4,172.77,1,1
2,297.19,1,14
2,2650,1,14
2,50,1,5
6,20,1,15
6,116.08,1,8
1,10.85,1,2
4,13,1,6
7,15,1,18
4,14.92,1,4
4,5.77,1,5
13,5.25,1,21
1,6,1,2
5,101.55,1,1
1,20,1,2
4,11.97,1,9
3,40.27,1,5
5,6.35,1,4
NA,140,0,NA
1,22.3,1,1
6,203.99,1,16
4,25,1,6
4,33.5,1,20
1,3,1,2
5,21.93,1,1
NA,2,0,NA
7,37.24,1,5
3,25.45,1,5
3,1908.85,1,5
4,306.55,1,5
13,2.25,1,1
3,38,1,2
1,3.52,1,4
1,20,1,4
4,36.16,1,1
4,18.69,1,4
3,28,1,2
1,2,1,1
3,38.27,1,1
4,5,1,18
1,1.36,1,2
3,1.99,1,5
5,7.1,1,1
4,19.39,1,4
5,45,1,1
1,1,1,21
4,7,1,5
3,405,1,1
NA,350,0,NA
7,205,1,8
1,2,1,4
3,1.65,1,1
1,10,1,1
1,5,1,1
7,400,1,15
3,21.39,1,10
2,275,1,12
5,2.29,1,1
4,11,1,4
3,55,1,2
1,8,1,4
4,20,1,2
3,12,1,1
5,2.59,1,4
4,13.48,1,1
5,12.97,1,1
1,2,1,21
4,213,1,11
4,34.83,1,5
3,12.75,1,4
4,14.97,1,9
3,27.12,1,1
3,44,1,7
6,1000,1,15
6,500,1,15
2,120,1,20
1,11,1,4
4,31.85,1,4
5,15,1,1
4,1,1,21
3,720.41,1,18
10,1.5,1,16
4,10,1,1
4,18.43,1,4
3,8.76,1,4
4,594,1,11
2,25.68,1,10
2,119.41,1,8
2,205.71,1,10
6,409.67,1,14
2,2107.31,1,15
NA,40,0,NA
5,19.8,1,5
4,36.97,1,5
3,48.88,1,1
3,30.95,1,3
4,22.78,1,3
1,5,1,4
4,249,1,19
3,46.28,1,2
5,15,1,1
NA,200,0,NA
4,79,1,10
3,20.52,1,2
4,14.32,1,4
1,25,1,6
3,11.36,1,4
NA,40,0,NA
1,70,1,16
4,14.97,1,5
6,8935,1,15
14,5,1,4
4,35,1,10
1,5,1,4
4,75,1,3
2,196.08,1,5
NA,1000,0,NA
3,14,1,11
6,122.5,1,16
7,46.81,1,8
7,1200,1,15
1,100,1,5
4,19.08,1,4
5,3,1,1
3,9.58,1,1
1,12,1,2
4,42.17,1,1
11,19.99,1,4
4,53,1,5
1,10,1,16
3,46.9,1,1
6,1550,1,14
1,13,1,7
6,540,1,17
3,125.83,1,15
4,28.48,1,1
3,76.13,1,8
1,90,1,6
3,49.5,1,2
1,14,1,3
4,16.94,1,1
3,1365,1,13
3,104.27,1,5
4,39.87,1,1
4,11.08,1,1
3,40.79,1,4
3,51.2,1,5
3,4.15,1,4
13,32.99,1,5
3,35.17,1,5
11,10,1,4
7,0.99,1,10
5,16.91,1,5
NA,240,0,NA
4,93.47,1,1
4,93.3,1,1
3,2.2,1,21
3,195.99,1,1
4,49.99,1,1
1,16.72,1,5
6,414.09,1,10
3,93.64,1,1
4,12,1,6
1,65,1,2
4,28.79,1,5
NA,300,0,NA
3,12.81,1,4
3,21.31,1,1
1,75,1,6
4,108.71,1,1
4,200.2,1,1
4,5.5,1,4
4,10,1,1
4,6,1,5
4,6.58,1,5
1,10,1,2
6,100,1,16
3,2.98,1,4
3,11.7,1,5
3,23.13,1,5
4,13.55,1,1
4,24.14,1,4
3,16,1,5
4,18.18,1,5
3,18.65,1,5
NA,100,0,NA
3,142.96,1,5
4,52.13,1,4
7,90,1,8
3,44.87,1,12
6,27,1,4
3,342.15,1,13
3,74,1,5
4,23.54,1,1
NA,100,0,NA
NA,260,0,NA
4,34,1,18
4,40.43,1,2
6,368,1,15
6,1493,1,15
6,581,1,15
6,895,1,15
11,400,1,15
4,10.86,1,5
7,150,1,15
3,10,1,21
4,42.5,1,12
2,209.77,1,14
6,1200,1,15
7,199.34,1,15
3,2.2,1,21
4,45.5,1,2
4,104,1,2
3,10,1,18
4,27.22,1,5
3,152.83,1,1
1,10,1,1
3,26.8,1,5
4,17,1,4
1,6,1,1
7,425,1,6
2,47,1,8
4,25,1,18
1,10,1,16
3,51.35,1,3
11,20,1,15
13,38.2,1,4
4,24.36,1,1
4,33.68,1,1
3,1848,1,15
4,140,1,14
1,5.43,1,4
2,425,1,8
4,30.72,1,16
3,35,1,7
3,26,1,1
3,27.16,1,1
4,20,1,1
3,39.96,1,1
4,18.99,1,5
4,10,1,7
1,9.04,1,4
4,50,1,1
1,20,1,1
4,16.79,1,1
4,8,1,5
3,19.91,1,3
3,34.26,1,5
3,25.35,1,2
NA,20,0,NA
4,37.5,1,1
3,40.5,1,1
1,31,1,6
5,18.53,1,1
NA,50,0,NA
3,36,1,2
3,400,1,17
2,111,1,16
3,20.23,1,4
4,38.04,1,1
3,86,1,4
3,70,1,1
6,82.35,1,18
7,60.7,1,10
7,26,1,8
3,373,1,5
3,15.1,1,2
3,40,1,3
1,5,1,2
3,40.02,1,4
4,55,1,18
3,35.86,1,5
3,23.35,1,1
4,249.77,1,1
4,12.95,1,5
2,139.34,1,8
2,86.43,1,8
1,6,1,1
3,50,1,3
3,6.35,1,4
3,50.12,1,1
4,39.69,1,5
1,40,1,3
3,35,1,5
4,13.24,1,2
4,29.72,1,5
3,18.5,1,4
3,30,1,7
6,108.47,1,8
4,12.74,1,3
6,111,1,8
1,6.05,1,1
1,8.54,1,4
4,16.94,1,1
3,11.37,1,1
3,78.24,1,4
3,11.79,1,1
3,101.78,1,1
1,51,1,3
4,40,1,4
3,31.98,1,1
3,3255.14,1,15
10,39,1,16
4,6.41,1,7
3,28.79,1,5
3,14.5,1,1
4,10,1,5
6,104,1,18
2,231.47,1,1
4,21.23,1,4
3,29.3,1,5
1,85,1,5
7,120,1,15
3,13.11,1,1
4,87,1,5
4,10,1,4
3,21.39,1,3
4,17.92,1,4
3,290,1,5
3,102.26,1,5
1,20,1,1
6,2281.89,1,15
1,10,1,1
4,45,1,1
6,75,1,16
4,5,1,4
1,25,1,3
10,194.31,1,16
7,94.42,1,8
1,5,1,5
3,73.2,1,5
1,2,1,20
2,50,1,1
6,12,1,16
NA,109,0,NA
4,36,1,5
3,2.3,1,4
3,26.73,1,9
1,4,1,1
4,21.59,1,5
1,50,1,10
7,28.32,1,15
7,32.71,1,15
1,50,1,1
3,17.3,1,1
7,1102.48,1,15
7,122,1,14
4,1160.28,1,5
4,4,1,2
6,839.48,1,18
1,6.008,1,1
6,419.24,1,10
3,112.63,1,1
1,16,1,2
7,484,1,5
3,44.42,1,5
7,1225,1,15
2,497.1,1,15
7,600,1,14
4,5.71,1,1
1,49,1,1
6,1600,1,14
3,54.99,1,10
6,39.9,1,15
6,19.9,1,15
NA,84,0,NA
10,33.28,1,16
4,8.92,1,4
3,20.59,1,4
7,18.94,1,15
4,10,1,4
4,7.66,1,4
4,4,1,4
3,60.98,1,15
2,80,1,20
4,214.12,1,10
1,5.09,1,4
1,10.85,1,2
7,16.2,1,8
7,119.53,1,8
6,59.99,1,8
6,129,1,8
2,1100,1,16
4,25.86,1,5
7,40,1,15
7,730,1,15
7,29,1,7
6,35,1,16
7,33.47,1,8
1,99,1,6
4,30,1,20
3,68,1,8
4,90.52,1,1
7,178.88,1,18
3,25,1,18
3,3.03,1,4
4,102.91,1,5
5,3.74,1,4
3,6,1,12
3,244,1,18
4,102.48,1,5
4,26.92,1,1
2,163.87,1,10
4,40,1,3
3,12,1,1
3,23.22,1,5
3,10,1,4
3,57.03,1,10
4,15,1,4
1,975,1,16
1,8.89,1,4
1,200,1,15
4,41,1,1
1,20,1,7
2,129,1,11
NA,99,0,NA
4,72,1,5
3,8.43,1,4
1,40,1,6
4,12.14,1,1
NA,200,0,NA
3,9.29,1,4
NA,300,0,NA
1,10,1,16
5,18.17,1,1
1,35.02,1,3
4,35,1,2
3,22.85,1,4
4,155.6,1,5
1,2,1,21
1,40,1,2
1,10,1,1
4,45,1,6
3,35.23,1,5
1,2,1,1
6,36,1,10
1,15,1,4
4,19.98,1,4
3,47.22,1,3
4,4.58,1,4
4,40,1,18
6,200.2,1,15
3,5,1,4
3,90.25,1,3
4,5.3,1,4
3,67.5,1,2
1,6,1,2
5,241.61,1,1
4,24.76,1,4
1,4,1,4
3,745,1,20
4,34.02,1,1
3,18,1,21
4,904.43,1,15
1,4,1,7
NA,2500,0,NA
1,15,1,16
4,23,1,1
4,15,1,4
3,43.38,1,6
3,39.78,1,5
4,28.01,1,2
3,35.59,1,1
3,11.87,1,5
3,58.73,1,2
4,230.39,1,1
NA,200,0,NA
NA,200,0,NA
4,12.07,1,5
3,5.19,1,5
NA,100,0,NA
4,21.02,1,1
4,59.45,1,1
4,25.84,1,4
4,23.38,1,1
3,25,1,4
4,147.59,1,1
5,23.57,1,1
2,35,1,17
3,10.3,1,17
1,160,1,7
13,1.8,1,21
3,35.55,1,2
1,50,1,16
4,9.88,1,19
4,36.01,1,2
3,42.23,1,5
6,27,1,4
3,5.87,1,5
4,20.11,1,3
NA,185,0,NA
4,30,1,18
1,70,1,16
4,30,1,2
4,11,1,5
NA,20,0,NA
4,20,1,1
3,8.61,1,4
4,74.98,1,1
4,60.11,1,11
3,87.35,1,6
4,12.37,1,5
4,79.64,1,1
1,76,1,3
1,5.99,1,4
4,19.82,1,1
4,300,1,1
1,10,1,17
4,3,1,1
13,6.75,1,21
3,64.01,1,4
NA,13,0,NA
4,38.3,1,1
4,12,1,5
1,6.11,1,4
2,561.54,1,15
2,674.05,1,5
4,15,1,2
6,50,1,1
4,36,1,1
0,50,1,2
4,3.98,1,1
4,31.82,1,6
1,10,1,16
7,1073,1,15
4,94.57,1,3
4,13.46,1,4
NA,100,0,NA
3,21.91,1,4
4,38,1,4
1,13,1,4
3,32.38,1,3
1,25,1,2
1,10,1,2
4,30,1,16
1,13.11,1,1
3,11,1,4
3,46.62,1,3
3,1138,1,9
6,109.65,1,10
4,6.45,1,1
3,29,1,1
3,139.72,1,5
6,10,1,15
4,18.85,1,4
4,5.98,1,16
NA,20,0,NA
3,24.5,1,2
NA,1,0,NA
3,96,1,10
4,26.58,1,5
NA,36,0,NA
0,300,1,1
1,10,1,4
1,7.16,1,4
1,6.85,1,4
1,20,1,1
3,125,1,17
1,6.5,1,4
3,65.69,1,1
3,32.05,1,3
1,7,1,6
3,82.62,1,5
3,43.44,1,6
1,10,1,6
1,2,1,1
1,50,1,2
1,9,1,1
1,17.5,1,1
11,60,1,14
1,408.15,1,15
1,80,1,16
7,240.95,1,15
1,7.5,1,1
1,3.5,1,2
1,33,1,16
4,41.73,1,4
4,8.43,1,4
4,28.13,1,4
4,2,1,1
1,20,1,2
4,27,1,4
4,18,1,4
4,125,1,10
1,10.13,1,8
4,17.98,1,1
1,47.97,1,8
4,32,1,2
4,15,1,4
4,50,1,2
1,21,1,1
3,65,1,5
1,25,1,4
3,30,1,4
NA,1000,0,NA
NA,0,0,NA
NA,5,0,NA
NA,63,0,NA
NA,1201,0,NA
NA,2300,0,NA
NA,360,0,NA
NA,230,0,NA
NA,125,0,NA
NA,562.43,0,NA
NA,26.55,0,NA
NA,0.32,0,NA
NA,1439,0,NA
NA,10000,0,NA
NA,70,0,NA
NA,187,0,NA
NA,920,0,NA
NA,883,0,NA
NA,54,0,NA
NA,1768,0,NA
NA,223,0,NA
NA,50,0,NA
NA,50,0,NA
NA,1491,0,NA
NA,3636.17,0,NA
NA,4172.3,0,NA
NA,15000,0,NA
NA,50,0,NA
NA,33.99,0,NA
NA,967,0,NA
NA,1935,0,NA
NA,511.73,0,NA
NA,122.81,0,NA
NA,1283.95,0,NA
NA,60,0,NA
NA,4421.04,0,NA
NA,200,0,NA
NA,232.6,0,NA
NA,525,0,NA
NA,1100,0,NA
NA,9.38,0,NA
NA,65.24,0,NA
NA,900,0,NA
NA,4500,0,NA
NA,11600,0,NA
NA,3038,0,NA
NA,2571,0,NA
NA,2983.5,0,NA
NA,60,0,NA
NA,255,0,NA
NA,65,0,NA
NA,1090,0,NA
NA,365,0,NA
NA,1036,0,NA
NA,2163,0,NA
NA,2000,0,NA
NA,1200,0,NA
NA,5573,0,NA
NA,150,0,NA
NA,55.18,0,NA
NA,14.96,0,NA
NA,2625,0,NA
NA,988,0,NA
NA,1394,0,NA
NA,5080,0,NA
NA,2500,0,NA
NA,3800,0,NA
NA,835.2,0,NA
NA,658.83,0,NA
NA,513,0,NA
NA,500,0,NA
NA,35,0,NA
NA,921,0,NA
NA,1009,0,NA
NA,12656,0,NA
NA,1297,0,NA
NA,2000,0,NA
NA,204.33,0,NA
NA,1488,0,NA
NA,500.1,0,NA
NA,48.75,0,NA
NA,3335.03,0,NA
NA,400,0,NA
NA,3420.87,0,NA
NA,325.13,0,NA
NA,22.86,0,NA
NA,1297,0,NA
NA,595.4,0,NA
NA,940.82,0,NA
NA,2349,0,NA
NA,1311,0,NA
NA,702,0,NA
NA,2628,0,NA
NA,407,0,NA
NA,242.71,0,NA
NA,1785,0,NA
NA,1200,0,NA
NA,1200,0,NA
NA,1085,0,NA
NA,650,0,NA
NA,1200,0,NA
NA,935,0,NA
NA,215,0,NA
NA,200,0,NA
NA,1200,0,NA
NA,499,0,NA
NA,1277,0,NA
NA,3957,0,NA
NA,17.58,0,NA
NA,20000,0,NA
NA,298.37,0,NA
NA,255.74,0,NA
NA,229.54,0,NA
NA,1950,0,NA
NA,75,0,NA
NA,1,0,NA
NA,988,0,NA
NA,19,0,NA
NA,1400,0,NA
NA,3157,0,NA
NA,100,0,NA
NA,1509,0,NA
NA,3332,0,NA
NA,945.58,0,NA
NA,150,0,NA
NA,10411,0,NA
NA,1007,0,NA
NA,1212,0,NA
NA,1492.82,0,NA
NA,813.45,0,NA
NA,3447,0,NA
NA,1781,0,NA
NA,812.4,0,NA
NA,265,0,NA
NA,4500,0,NA
NA,180,0,NA
NA,1000,0,NA
NA,94.25,0,NA
NA,50,0,NA
NA,2000,0,NA
NA,82,0,NA
NA,67.5,0,NA
NA,66,0,NA
NA,1398,0,NA
NA,279.81,0,NA
NA,120.73,0,NA
NA,2375,0,NA
NA,847,0,NA
NA,10,0,NA
NA,2019,0,NA
NA,861,0,NA
NA,100000,0,NA
NA,598,0,NA
NA,2303.28,0,NA
NA,822,0,NA
NA,885,0,NA
NA,800,0,NA
NA,3099.84,0,NA
NA,0.02,0,NA
NA,1500,0,NA
NA,1619,0,NA
NA,459.32,0,NA
NA,910.82,0,NA
NA,1500,0,NA
NA,16,0,NA
NA,2347,0,NA
NA,1125,0,NA
NA,1217,0,NA
NA,556,0,NA
NA,4.71,0,NA
NA,1292,0,NA
NA,3542,0,NA
NA,742,0,NA
NA,102,0,NA
NA,500,0,NA
NA,847,0,NA
NA,3196,0,NA
NA,3428,0,NA
NA,1610,0,NA
NA,4230.13,0,NA
NA,303,0,NA
NA,394,0,NA
NA,938,0,NA
NA,1191.59,0,NA
NA,2000,0,NA
NA,634.3,0,NA
NA,100,0,NA
NA,740.02,0,NA
NA,485.66,0,NA
NA,100,0,NA
NA,1400,0,NA
NA,840,0,NA
NA,1240,0,NA
NA,1018,0,NA
NA,485,0,NA
NA,259,0,NA
NA,15000,0,NA
NA,1939.36,0,NA
NA,1720,0,NA
NA,1400,0,NA
NA,892,0,NA
NA,489,0,NA
NA,1933,0,NA
NA,800,0,NA
NA,3236,0,NA
NA,1600,0,NA
NA,4250,0,NA
NA,100,0,NA
NA,1553,0,NA
NA,1000,0,NA
NA,250,0,NA
NA,160,0,NA
NA,1424.33,0,NA
NA,200,0,NA
NA,641,0,NA
NA,2925,0,NA
NA,3980,0,NA
NA,1419,0,NA
NA,1104,0,NA
NA,1428,0,NA
NA,30,0,NA
NA,2589,0,NA
NA,388.44,0,NA
NA,2025,0,NA
NA,1171,0,NA
NA,1446.17,0,NA
NA,843.58,0,NA
NA,1989,0,NA
NA,990,0,NA
NA,959,0,NA
NA,2612,0,NA
NA,4,0,NA
NA,5400,0,NA
NA,200,0,NA
NA,47.39,0,NA
NA,1811.64,0,NA
NA,781.59,0,NA
NA,1050,0,NA
NA,150,0,NA
NA,90,0,NA
NA,575,0,NA
NA,5946,0,NA
NA,3000,0,NA
NA,200,0,NA
NA,5519,0,NA
NA,894.4,0,NA
NA,448.54,0,NA
NA,1202,0,NA
NA,687.05,0,NA
NA,1200,0,NA
NA,1700,0,NA
NA,9.97,0,NA
NA,1401,0,NA
NA,84,0,NA
NA,2287,0,NA
NA,2883.7,0,NA
NA,1400,0,NA
NA,740,0,NA
NA,1100,0,NA
NA,902.11,0,NA
NA,40,0,NA
NA,8600,0,NA
NA,5000,0,NA
NA,50,0,NA
NA,2242.58,0,NA
NA,200,0,NA
NA,136.32,0,NA
NA,140,0,NA
NA,150,0,NA
NA,18.99,0,NA
NA,3198,0,NA
NA,1320,0,NA
NA,400,0,NA
NA,100,0,NA
NA,673,0,NA
NA,1579,0,NA
NA,91.3,0,NA
NA,100,0,NA
NA,1200.84,0,NA
NA,532,0,NA
NA,1400,0,NA
NA,646,0,NA
NA,5501,0,NA
NA,233.74,0,NA
NA,2883,0,NA
NA,300,0,NA
NA,1337,0,NA
NA,67.5,0,NA
NA,18,0,NA
NA,445.28,0,NA
NA,1232.99,0,NA
NA,6.32,0,NA
NA,1125,0,NA
NA,225,0,NA
NA,2141.32,0,NA
NA,908.88,0,NA
NA,500,0,NA
NA,939,0,NA
NA,58,0,NA
NA,1500,0,NA
NA,70,0,NA
NA,502.58,0,NA
NA,2933.41,0,NA
NA,700,0,NA
NA,2500,0,NA
NA,3000,0,NA
NA,20,0,NA
NA,3528.31,0,NA
NA,30,0,NA
NA,3259.81,0,NA
NA,1400,0,NA
NA,390,0,NA
NA,2179.69,0,NA
NA,120,0,NA
NA,7331.82,0,NA
NA,2200,0,NA
NA,77,0,NA
NA,55,0,NA
NA,450,0,NA
NA,1700,0,NA
NA,74.9,0,NA
NA,900,0,NA
NA,194,0,NA
NA,1043,0,NA
NA,1483,0,NA
NA,40,0,NA
NA,13,0,NA
NA,470,0,NA
NA,1136,0,NA
NA,70,0,NA
NA,80,0,NA
NA,368,0,NA
NA,1325,0,NA
NA,10000,0,NA
NA,2784,0,NA
NA,676,0,NA
NA,1545,0,NA
NA,500,0,NA
NA,50,0,NA
NA,30,0,NA
NA,200,0,NA
NA,100,0,NA
NA,3372,0,NA
NA,1127.27,0,NA
NA,66.59,0,NA
NA,160,0,NA
NA,1500,0,NA
NA,3000,0,NA
NA,5156,0,NA
NA,250,0,NA
NA,1070.74,0,NA
NA,676,0,NA
NA,1990,0,NA
NA,2102,0,NA
NA,300,0,NA
NA,137.43,0,NA
NA,2550,0,NA
NA,2500,0,NA
NA,1143.05,0,NA
NA,3814,0,NA
NA,258.32,0,NA
NA,50,0,NA
NA,14700,0,NA
NA,87.1,0,NA
NA,2700,0,NA
NA,166,0,NA
NA,5995,0,NA
NA,421.72,0,NA
NA,369,0,NA
NA,90,0,NA
NA,2000,0,NA
NA,784,0,NA
NA,72,0,NA
NA,200,0,NA
NA,740,0,NA
NA,1156,0,NA
NA,1327,0,NA
NA,92.5,0,NA
NA,4500,0,NA
NA,2180,0,NA
NA,3400,0,NA
NA,8,0,NA
NA,568,0,NA
NA,1200,0,NA
NA,15,0,NA
NA,1500,0,NA
NA,1436,0,NA
NA,23.82,0,NA
NA,652,0,NA
NA,200.32,0,NA
NA,998,0,NA
NA,6000,0,NA
NA,179,0,NA
NA,2606.96,0,NA
NA,28.24,0,NA
NA,3661.59,0,NA
NA,1605.8,0,NA
NA,3153,0,NA
NA,81,0,NA
NA,1291,0,NA
NA,1776,0,NA
NA,3076,0,NA
NA,150,0,NA
NA,160,0,NA
NA,1318,0,NA
NA,125,0,NA
NA,670,0,NA
NA,1100,0,NA
NA,200,0,NA
NA,19,0,NA
NA,300,0,NA
NA,2463,0,NA
NA,643.26,0,NA
NA,961.78,0,NA
NA,560,0,NA
NA,1500,0,NA
NA,2065.4,0,NA
NA,550,0,NA
NA,1716.03,0,NA
NA,39.97,0,NA
NA,628,0,NA
NA,130,0,NA
NA,50,0,NA
NA,750,0,NA
NA,2451.49,0,NA
NA,100,0,NA
NA,25,0,NA
NA,421.95,0,NA
NA,247.35,0,NA
NA,446,0,NA
NA,252.2,0,NA
NA,10,0,NA
NA,2700,0,NA
NA,1210,0,NA
NA,2031,0,NA
NA,3231,0,NA
NA,3290,0,NA
NA,1075,0,NA
NA,125,0,NA
NA,212,0,NA
NA,1542,0,NA
NA,2273.23,0,NA
NA,743,0,NA
NA,844,0,NA
NA,1072,0,NA
NA,306.69,0,NA
NA,1300,0,NA
NA,1300,0,NA
NA,3760,0,NA
NA,2300,0,NA
NA,420,0,NA
NA,420,0,NA
NA,252.4,0,NA
NA,659.34,0,NA
NA,156.75,0,NA
NA,3989.62,0,NA
NA,152.5,0,NA
NA,2362,0,NA
NA,1436,0,NA
NA,66,0,NA
NA,31.79,0,NA
NA,515,0,NA
NA,966,0,NA
NA,992.83,0,NA
NA,2722.68,0,NA
NA,860,0,NA
NA,500,0,NA
NA,1000,0,NA
NA,344.28,0,NA
NA,1000,0,NA
NA,130,0,NA
NA,1445.11,0,NA
NA,50,0,NA
NA,690,0,NA
NA,656.74,0,NA
NA,5023.71,0,NA
NA,6182,0,NA
NA,122.75,0,NA
NA,845,0,NA
1,40,0,NA
10,25,0,NA
5,25,0,NA
5,7.58,0,NA
10,10,0,NA
10,10,0,NA
4,10,0,NA
3,3,0,NA
3,7,0,NA
3,30,0,NA
5,40,0,NA
1,140,0,NA
3,150,0,NA
10,10,0,NA
4,15,0,NA
10,70,0,NA
4,80,0,NA
4,40,0,NA
4,20,0,NA
14,100,0,NA
3,20,0,NA
13,10,0,NA
5,20,0,NA
NA,1158,0,NA
NA,0,0,NA
NA,0,0,NA
NA,0,0,NA
NA,0,0,NA
NA,60,0,NA
NA,400,0,NA
NA,100,0,NA
NA,900,0,6
NA,21,0,6
NA,20,0,NA
NA,50,0,NA
NA,32.44,0,6
NA,840,0,NA
NA,100,0,NA
NA,50,0,NA
NA,350,0,6
NA,800,0,NA
NA,25000,0,NA
NA,120,0,6
NA,185,0,NA
NA,9460.21,0,6
NA,500,0,NA
NA,502,0,NA
NA,10,0,6
NA,6000,0,NA
NA,50,0,NA
NA,175,0,6
NA,200,0,NA
NA,250,0,NA
NA,250,0,6
NA,161,0,NA
NA,2300,0,NA
NA,20,0,NA
NA,847,0,NA
NA,500,0,NA
NA,1.43,0,NA
NA,10,0,NA
NA,5000,0,NA
NA,64.03,0,NA
NA,0,0,NA
NA,0,0,NA
NA,0,0,NA
NA,0,0,NA
NA,20,0,NA
NA,97.5,0,NA
NA,1100,0,NA
NA,25,0,6
NA,500,0,NA
NA,100,0,NA
NA,100,0,NA
NA,375,0,NA
NA,375,0,NA
NA,800,0,NA
NA,340,0,NA
NA,14,0,NA
NA,118,0,NA
NA,1000,0,NA
NA,25,0,NA
NA,30,0,NA
NA,100,0,NA
NA,200,0,6
NA,800,0,NA
NA,98,0,NA
NA,233,0,NA
NA,2000,0,NA
NA,50,0,6
NA,500,0,6
NA,532,0,NA
NA,50,0,6
NA,3360,0,NA
NA,500,0,NA
NA,200,0,NA
NA,341,0,NA
NA,25,0,NA
NA,1000,0,NA
NA,50,0,NA
NA,500,0,NA
NA,50,0,NA
NA,262,0,NA
NA,1400,0,NA
NA,488.97,0,NA
NA,700,0,NA
NA,500,0,NA
NA,0,0,NA
NA,938,0,NA
NA,25,0,NA
NA,515,0,NA
NA,100,0,NA
NA,1000,0,NA
NA,100,0,NA
NA,30,0,NA
NA,1000,0,NA
NA,100,0,NA
NA,10,0,6
NA,50,0,NA
NA,50,0,NA
NA,30,0,NA
NA,800,0,NA
NA,150,0,NA
NA,10000,0,NA
NA,100,0,NA
NA,103.51,0,NA
NA,300,0,NA
NA,70,0,NA
NA,3.3,0,NA
NA,500,0,NA
NA,1000,0,NA
NA,100,0,NA
NA,200,0,NA
NA,300,0,NA
NA,100,0,NA
NA,0,0,NA
NA,0,0,NA
NA,0,0,NA
NA,0,0,NA
NA,0,0,NA
NA,0,0,NA
NA,0,0,NA
NA,0,0,NA
NA,0,0,NA
NA,2600,0,NA
NA,850,0,NA
NA,175,0,6
NA,200,0,NA
NA,66,0,NA
NA,1000,0,NA
NA,200,0,NA
NA,2000,0,NA
NA,200,0,NA
NA,100,0,6
NA,50,0,6
NA,100,0,NA
NA,2700,0,NA
NA,50,0,6
NA,100,0,NA
NA,100,0,NA
NA,1700,0,NA
NA,250,0,NA
NA,200,0,NA
NA,350,0,NA
NA,1500,0,NA
NA,410,0,6
NA,200,0,NA
NA,300,0,NA
NA,16,0,6
NA,100,0,NA
8,1045,0,NA
4,700,0,NA
14,1450,0,NA
5,150,0,NA
14,130,0,NA
8,200,0,NA
3,3,0,NA
NA,0,0,NA
1,405.82,0,NA
1,1000,0,NA
4,700,0,NA
1,30,0,NA
14,2630,0,NA
14,262.18,0,NA
1,100,0,NA
4,10,1,4
1,5.64,1,2
4,10,1,2
1,15,1,2
3,72,1,1
1,6,1,2
1,1,1,2
1,4.27,1,5
3,31.62,1,3
1,13.49,1,4
3,48.44,1,5
5,7.59,1,4
1,10,1,16
7,123.42,1,10
1,2,1,1
3,70,1,1
3,15,1,1
3,1653.87,1,15
4,170,1,8
1,8,1,16
10,84,1,7
4,12,1,4
3,42.87,1,3
